sample_index,pid,split,dataset_file_path,caption,input_ids_raw,attention_mask_raw,num_tokens
92,909,train,HoGuom_01/00910_00003450.jpg,"nữ tóc màu hạt dẻ cắt đầu vuông buộc ít tóc cao, mặc áo cộc tay màu đỏ, hai tay cầm điện thoại trước ngực, mặc chân váy dài qua gối màu hồng, đi giầy thể thao màu trắng, chân trái co gối phía sau chân phải bước phía trước.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00092_pid909_00910_00003450_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00092_pid909_00910_00003450_attention_mask.raw,64
93,832,train,HoGuom_01/00833_00007515.jpg,"nữ thanh niên, đeo khẩu trang dưới cằm, đeo kính trắng, mặc áo khoác bò màu xanh bên ngoài, bên trong mặc váy chấm bi màu đen, màu trắng dài qua gối, đi guốc có nơ, tóc đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00093_pid832_00833_00007515_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00093_pid832_00833_00007515_attention_mask.raw,64
94,929,train,HoGuom_01/00930_00009631.jpg,"nữ tóc màu hạt dẻ, mặc áo váy hai dây váy dài đến gối màu trắng, vai phải đeo túi quai túi màu đen, trên cánh tay phải treo áo màu trắng, tay phải cầm một vật màu đen, đi giầy thể thao màu trắng đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00094_pid929_00930_00009631_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00094_pid929_00930_00009631_attention_mask.raw,64
95,512,train,HoGuom_00/00513_00001750.jpg,"người đàn ông tóc màu đen, cởi trần, quần đùi caro xanh đen, tất đen, giày trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00095_pid512_00513_00001750_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00095_pid512_00513_00001750_attention_mask.raw,35
96,1823,train,DHHN_HVBCVT_00/01824_00022260.jpg,"cô gái tóc búi gọn đằng sau, mặc áo nỉ chui đầu màu ghi, quần dài bó màu đen, đi sục màu trắng, đeo túi quai chéo màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00096_pid1823_01824_00022260_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00096_pid1823_01824_00022260_attention_mask.raw,62
97,981,train,HoGuom_01/00982_00007065.jpg,"nữ tóc dài buộc sau gáy, mặc áo cộc tay màu trắng, mặc quần dài màu đen, hai tay đưa về phía trước, hai chân bước rộng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00097_pid981_00982_00007065_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00097_pid981_00982_00007065_attention_mask.raw,56
98,1585,train,DHHN_HVBCVT_00/01586_00008235.jpg,"nữ mặc áo khoác đen có mũ, áo trong màu đen, mặc quấn sọc đen trắng, đeo khẩu trang, chân đi dép lê.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00098_pid1585_01586_00008235_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00098_pid1585_01586_00008235_attention_mask.raw,51
99,1452,train,DANgoc_01/03042_1.jpg,"nữ mặc áo màu xanh lá cây nhạt, quần ngố màu xanh lá cây nhạt, đi dép quai màu hồng sẫm.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00099_pid1452_03042_1_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00099_pid1452_03042_1_attention_mask.raw,46
100,516,train,HoGuom_00/00517_00002140.jpg,"nam thanh niên tóc ngắn màu đen, sơ mi ngắn tay màu trắng, quần jean màu xanh nhạt, khoác ba lô quai đen, đi giày màu xám.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00100_pid516_00517_00002140_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00100_pid516_00517_00002140_attention_mask.raw,53
101,225,train,HoGuom_00/00226_00006345.jpg,"nữ đeo kính, mặc áo màu cam, quần đùi bò màu xanh.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00101_pid225_00226_00006345_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00101_pid225_00226_00006345_attention_mask.raw,28
102,1820,train,DHHN_HVBCVT_00/01821_00019560.jpg,"nam mặc áo khoác gió màu đỏ pha trắng, đeo khẩu trang màu xanh da trời, đeo ba lô đen, mặc quần dài màu đen, đi giày thể thao đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00102_pid1820_01821_00019560_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00102_pid1820_01821_00019560_attention_mask.raw,61
103,9,train,TRAINNING_DATA/Person10/output_2.jpg,"Một cô gái mặc áo trắng dài tay, quần màu đen, đi giày thể thao nhãn hiệu Nike màu xanh đậm, tóc dài để ở phía sau.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00103_pid9_output_2_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00103_pid9_output_2_attention_mask.raw,53
104,3,train,TEST_DATA/Person4.2/output_12.jpg,"Một người phụ nữ, tóc ngang vai, áo cộc tay màu xanh dương quần màu đen, giầy thể thao màu tím hồng, có đế màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00104_pid3_output_12_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00104_pid3_output_12_attention_mask.raw,51
105,1617,train,DHHN_HVBCVT_00/01618_00023460.jpg,"nam, tóc ngắn màu đen, khẩu trang màu trắng, áo khoác dài tay màu đỏ trắng, khoác ba lô màu đen, quần dài màu đen, giày thể thao màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00105_pid1617_01618_00023460_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00105_pid1617_01618_00023460_attention_mask.raw,59
106,292,train,HoGuom_00/00293_00009300.jpg,"nam mặc áo phông trắng, quần ngố đen, đi giày thể thao.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00106_pid292_00293_00009300_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00106_pid292_00293_00009300_attention_mask.raw,25
107,212,train,HoGuom_00/00213_00005690.jpg,"nam thanh niên đeo kính, đeo túi đen chéo vai, mặc áo phông trắng quần đen, đi giày thể thao.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00107_pid212_00213_00005690_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00107_pid212_00213_00005690_attention_mask.raw,43
108,3,train,TEST_DATA/Person4.2/output_2.jpg,"Một phụ nữ tóc màu đen được cắt ngắn ngang cổ, mặc áo phông ngắn tay màu xanh dương, quần màu đen và đi giày thể thao màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00108_pid3_output_2_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00108_pid3_output_2_attention_mask.raw,60
109,810,train,HoGuom_01/00811_00002865.jpg,"nam chụp từ phía sau, tóc đen cắt cao, đeo kính trắng, da trắng, dáng cao và đậm người, áo phông có cổ nền xanh đậm kẻ ngang các màu trắng, đỏ, đeo cặp phía trước bụng, chắp tay sau lưng, mặc quần sooc dài quá đầu gối, đi dép crocs màu đỏ có vệt trắng, bước chân phải lên trước, chân trái duỗi.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00109_pid810_00811_00002865_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00109_pid810_00811_00002865_attention_mask.raw,64
110,1707,train,DHHN_HVBCVT_00/01708_00008130.jpg,"nữ, đội mũ màu đỏ, áo khoác màu trắng, quần hoa màu đen trắng, đi giày màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00110_pid1707_01708_00008130_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00110_pid1707_01708_00008130_attention_mask.raw,37
111,1054,train,HoGuom_01/01055_00001320.jpg,"nữ đeo khẩu trang màu trắng, mặc áo phông màu xanh da trời cộc tay, đeo túi vắt chéo vai dây màu đen, túi màu vàng da, mặc chân váy ngắn trên gối màu trắng, đi giầy thể thao màu trắng, tay phải đeo đồng hồ và cầm điện thoại màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00111_pid1054_01055_00001320_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00111_pid1054_01055_00001320_attention_mask.raw,64
112,1735,train,DHHN_HVBCVT_00/01736_00013935.jpg,"Một người phụ nữ có mái tóc màu đen, đeo khẩu trang màu xanh nước biển, mặc áo khoác màu hồng, mặc quần kẻ màu vàng, đi dép màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00112_pid1735_01736_00013935_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00112_pid1735_01736_00013935_attention_mask.raw,61
113,1722,train,DHHN_HVBCVT_00/01723_00012210.jpg,"nữ, tóc dài màu đen buộc sau gáy, áo khoác màu xanh nhạt, quần jean màu xanh đậm, đi giày màu xám.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00113_pid1722_01723_00012210_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00113_pid1722_01723_00012210_attention_mask.raw,49
114,506,train,HoGuom_00/00507_00000980.jpg,"cô gái tóc ngắn, mặc áo phông ngắn tay màu vàng, quần jean dài màu xanh đậm, khoác ba lô dây đen sau lưng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00114_pid506_00507_00000980_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00114_pid506_00507_00000980_attention_mask.raw,48
115,1833,train,DHHN_HVBCVT_00/01834_00029370.jpg,"nam mặc áo khoác đen, mặc áo phông đen bên trong, quần bò dài màu đen, đi dép quai màu nâu, đeo ba lô màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00115_pid1833_01834_00029370_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00115_pid1833_01834_00029370_attention_mask.raw,55
116,1639,train,DHHN_HVBCVT_00/01640_00034935.jpg,"nam, tóc ngắn màu đen, áo khoác ngoài màu đen, quần jean màu xanh đen, giày màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00116_pid1639_01640_00034935_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00116_pid1639_01640_00034935_attention_mask.raw,37
117,80,train,HoGuom_00/00081_00000825.jpg,"người đàn ông tóc bạc, đeo kính, mặc áo may ô, quần ngố màu trắng, đi giày màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00117_pid80_00081_00000825_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00117_pid80_00081_00000825_attention_mask.raw,39
118,1200,train,HoGuom_01/01201_00003375.jpg,"Một cô gái tóc màu đen, mặc áo sơ mi màu xanh nước biển, mặc quần dài màu đen, đi giày thể thao màu trắng, đeo khẩu trang màu xanh, đeo túi màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00118_pid1200_01201_00003375_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00118_pid1200_01201_00003375_attention_mask.raw,64
119,1394,train,HoGuom_01/01395_2.jpg,"Một người phụ nữ có mái tóc ngắn chớm vai màu đen, mặc áo màu đen, mặc quần màu đen, đi giày màu đen, đeo balo màu xanh nước biển đang đi bộ.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00119_pid1394_01395_2_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00119_pid1394_01395_2_attention_mask.raw,64
120,721,train,HoGuom_00/00722_00011670.jpg,"người đàn ông tóc ngắn màu đen, đeo kính màu đen, mặc áo ngắn tay màu xám, quần jean dài màu xanh, đi giày màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00120_pid721_00722_00011670_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00120_pid721_00722_00011670_attention_mask.raw,54
121,23,train,TRAINNING_DATA/Person24/output_6.jpg,"Một người đàn ông mặc chiếc áo khoác có mũ đằng sau, màu hồng-tím với chiếc quần dài màu đen, chân đi đôi giày màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00121_pid23_output_6_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00121_pid23_output_6_attention_mask.raw,55
122,1732,train,DHHN_HVBCVT_00/01733_00013635.jpg,"Một cô gái mặc áo khoác có mũ màu đen, mặc quần màu đen, đi giày màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00122_pid1732_01733_00013635_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00122_pid1732_01733_00013635_attention_mask.raw,37
123,700,train,HoGuom_00/00701_00010240.jpg,"cô gái tóc dài màu đen, buộc tóc cao sau gáy, mặc áo hoa màu xanh đen, khoác túi xách màu đen, mặc quần sooc màu xanh than, đi giày bệt màu ghi.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00123_pid700_00701_00010240_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00123_pid700_00701_00010240_attention_mask.raw,64
124,303,train,HoGuom_00/00304_00009830.jpg,"Bé trai đi giày thể thao, mặc quần đùi đen, áo phông màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00124_pid303_00304_00009830_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00124_pid303_00304_00009830_attention_mask.raw,28
125,1990,train,TamChuc_01/01991_1.jpg,"nam đội mũ màu trắng, mặc áo phông cộc tay màu anh lá cây nhạt, mặc quần màu đen dài.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00125_pid1990_01991_1_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00125_pid1990_01991_1_attention_mask.raw,42
126,402,train,HoGuom_00/00403_00013585.jpg,"nam mặc áo sơ mi trắng ngắn tay, quần kaki màu vàng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00126_pid402_00403_00013585_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00126_pid402_00403_00013585_attention_mask.raw,24
127,410,train,HoGuom_00/00411_00013860.jpg,"nữ thanh niên, mặc áo phông xanh, quần thể thao màu đen, đi giày thể thao đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00127_pid410_00411_00013860_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00127_pid410_00411_00013860_attention_mask.raw,37
128,762,train,HoGuom_00/00763_00013450.jpg,"cô gái tóc ngắn ngang vai màu nâu, mặc váy hai dây dài màu vàng, đi giày thể thao màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00128_pid762_00763_00013450_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00128_pid762_00763_00013450_attention_mask.raw,40
129,11,train,TRAINNING_DATA/Person12/output_9.jpg,"Một thanh niên nam tóc cắt ngắn, mặc áo khoác màu đen có mũ ở phía sau, quần màu đen có nẹp túi màu trắng, đi dép tông đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00129_pid11_output_9_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00129_pid11_output_9_attention_mask.raw,58
130,240,train,HoGuom_00/00241_00008265.jpg,"nữ mặc áo cộc tay, quần đùi màu ghi, đeo túi màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00130_pid240_00241_00008265_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00130_pid240_00241_00008265_attention_mask.raw,30
131,1838,train,DHHN_HVBCVT_00/01839_00031065.jpg,"nam thanh niên mặc áo khoác dạ dài màu đen, mặc quần bò dài màu đen, đi giày da đen, đeo khẩu trang trắng, đeo ba lô màu nâu.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00131_pid1838_01839_00031065_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00131_pid1838_01839_00031065_attention_mask.raw,61
132,1265,train,HoGuom_01/01266_00005220.jpg,"Một cô gái có mái tóc búi màu nâu, mặc một chiếc váy màu tím và đi một đôi dép màu đen đế trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00132_pid1265_01266_00005220_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00132_pid1265_01266_00005220_attention_mask.raw,47
133,46,train,TEST_DATA/Person47.2/output_6.jpg,"Một cậu con trai đi dép lê tổ ong màu vàng nhạt, mặc quần đùi kẻ ô to với đường kẻ màu đen trên nền vải màu xanh nhạt, mặc một chiếc áo phông màu trắng có hình cây dừa màu xanh và dòng chữ màu đỏ nhạt ở giữa áo, tóc đen cắt ngắn với mái để bằng giữa trán.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00133_pid46_output_6_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00133_pid46_output_6_attention_mask.raw,64
134,944,train,HoGuom_01/00945_00000825.jpg,"Bé trai tóc ngắn mầu đen, mặc áo sơ mi màu trắng cộc tay, mặc quần dài màu rêu, hai chân bước rộng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00134_pid944_00945_00000825_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00134_pid944_00945_00000825_attention_mask.raw,48
135,563,train,HoGuom_00/00564_00004695.jpg,"người đàn ông tóc ngắn màu đen, mặc áo phông màu trắng ngắn tay cổ tròn, mặc quần xám, đi giày màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00135_pid563_00564_00004695_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00135_pid563_00564_00004695_attention_mask.raw,48
136,1516,train,DHHN_HVBCVT_00/01517_00017760.jpg,"nữ tóc chấm vai màu đen, đeo ba lô phía sau lưng màu xám, mặc áo khoác màu xanh da trời nhạt, mặc quần dài màu đen, đi giầy thể thao màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00136_pid1516_01517_00017760_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00136_pid1516_01517_00017760_attention_mask.raw,64
137,1017,train,HoGuom_01/01018_00001845.jpg,"nữ đeo kính, đeo khẩu trang màu xanh nhạt, mặc áo dài tay màu nâu, mặc quần dài màu trắng, đi giầy đen trên mũi giầy có vòng tròn màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00137_pid1017_01018_00001845_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00137_pid1017_01018_00001845_attention_mask.raw,64
138,1190,train,HoGuom_01/01191_00001965.jpg,"Một cô gái tóc màu đen xõa ngang vai, mặc váy dây màu xanh nước biển trùng đến đầu gối, bên trong mặc một chiếc áo phông màu trắng, đi đôi giày thể thao màu ghi.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00138_pid1190_01191_00001965_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00138_pid1190_01191_00001965_attention_mask.raw,64
139,380,train,HoGuom_00/00381_00012930.jpg,"nữ tóc ngắn, đội mũ chìa đen, mặc áo phông trắng, quần bò màu xanh.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00139_pid380_00381_00012930_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00139_pid380_00381_00012930_attention_mask.raw,35
140,1181,train,HoGuom_01/01182_00001185.jpg,"Một đứa bé tóc màu đen, mặc bộ quần áo màu vàng, đi giày màu xanh nõn chuối có sọc màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00140_pid1181_01182_00001185_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00140_pid1181_01182_00001185_attention_mask.raw,46
141,1268,train,HoGuom_01/01269_00004965.jpg,"Một cô gái tóc màu đen, mặc áo màu tím, đeo túi sách, mặc quần jean màu xanh và đi đôi dép quai hậu.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00141_pid1268_01269_00004965_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00141_pid1268_01269_00004965_attention_mask.raw,51
142,716,train,HoGuom_00/00717_00011705.jpg,"cô gái tóc dài màu nâu buộc cao sau gáy, mặc áo phông ngắn tay màu đen kẻ trắng, khoác ba lô quai màu đen, ba lô màu nâu kẻ đen, mặc quần dài màu đen, đi giày màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00142_pid716_00717_00011705_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00142_pid716_00717_00011705_attention_mask.raw,64
143,165,train,HoGuom_00/00166_00004410.jpg,"nam thanh niên đi giày thể thao đen đế trắng, mặc quần bò đen, áo phông ngắn tay màu đen có hoa văn trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00143_pid165_00166_00004410_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00143_pid165_00166_00004410_attention_mask.raw,46
